Chapter,Group,Sub-group,Sub-group disaggregation,Topic,Topic disaggregation,Current/Trend,Year,Numerator,Denominator,Per cent
Overview and demographics,Maternal age,Maternal age,34,Parity,Two,Trend,2014,15214,43133,35.3
Overview and demographics,Maternal age,Maternal age,34,Parity,Three,Trend,2014,5254,15211,34.5
Overview and demographics,Maternal age,Maternal age,34,Parity,Four or more,Trend,2014,3603,10656,33.8
Overview and demographics,Maternal age,Maternal age,34,Parity,Not stated,Trend,2014,53,173,30.6
Overview and demographics,Maternal age,Maternal age,39,Parity,None,Trend,2014,15646,133867,11.7
Overview and demographics,Maternal age,Maternal age,39,Parity,One,Trend,2014,20919,104804,20
Overview and demographics,Maternal age,Maternal age,39,Parity,Two,Trend,2014,10816,43133,25.1
Overview and demographics,Maternal age,Maternal age,39,Parity,Three,Trend,2014,4015,15211,26.4
Overview and demographics,Maternal age,Maternal age,39,Parity,Four or more,Trend,2014,3438,10656,32.3
Overview and demographics,Maternal age,Maternal age,39,Parity,Not stated,Trend,2014,56,173,32.4
Overview and demographics,Maternal age,Maternal age,40,Parity,None,Trend,2014,3567,133867,2.7
Overview and demographics,Maternal age,Maternal age,40,Parity,One,Trend,2014,4361,104804,4.2
Overview and demographics,Maternal age,Maternal age,40,Parity,Two,Trend,2014,2487,43133,5.8
Overview and demographics,Maternal age,Maternal age,40,Parity,Three,Trend,2014,1207,15211,7.9
Overview and demographics,Maternal age,Maternal age,0,Parity,None,Trend,2014,6,133867,0
Overview and demographics,Maternal age,Maternal age,0,Parity,One,Trend,2014,8,104804,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Two,Trend,2014,4,43133,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Three,Trend,2014,1,15211,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Four or more,Trend,2014,0,10656,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Not stated,Trend,2014,1,173,0.6
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,NSW,Trend,2014,2630,95923,2.7
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Vic,Trend,2014,1572,77921,2
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Qld,Trend,2014,2700,62799,4.3
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,WA,Trend,2014,1081,34686,3.1
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,SA,Trend,2014,634,20448,3.1
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Tas,Trend,2014,294,5818,5.1
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,ACT,Trend,2014,106,6325,1.7
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,NT,Trend,2014,315,3924,8
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,NSW,Trend,2014,11697,95923,12.2
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Vic,Trend,2014,8148,77921,10.5
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Qld,Trend,2014,10203,62799,16.2
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,WA,Trend,2014,4684,34686,13.5
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,SA,Trend,2014,2759,20448,13.5
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Tas,Trend,2014,1052,5818,18.1
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,ACT,Trend,2014,564,6325,8.9
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,NT,Trend,2014,797,3924,20.3
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,NSW,Trend,2014,25995,95923,27.1
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Vic,Trend,2014,20756,77921,26.6
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Qld,Trend,2014,18123,62799,28.9
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,WA,Trend,2014,9950,34686,28.7
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,SA,Trend,2014,5871,20448,28.7
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Tas,Trend,2014,1723,5818,29.6
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,ACT,Trend,2014,1754,6325,27.7
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,NT,Trend,2014,1124,3924,28.6
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,NSW,Trend,2014,33298,95923,34.7
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Vic,Trend,2014,28447,77921,36.5
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Qld,Trend,2014,19748,62799,31.4
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,WA,Trend,2014,11647,34686,33.6
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,SA,Trend,2014,6971,20448,34.1
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Tas,Trend,2014,1718,5818,29.5
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,ACT,Trend,2014,2417,6325,38.2
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,NT,Trend,2014,1054,3924,26.9
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,NSW,Trend,2014,17939,95923,18.7
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Vic,Trend,2014,15289,77921,19.6
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Qld,Trend,2014,9721,62799,15.5
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,WA,Trend,2014,6001,34686,17.3
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,SA,Trend,2014,3412,20448,16.7
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Tas,Trend,2014,817,5818,14
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,ACT,Trend,2014,1189,6325,18.8
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,NT,Trend,2014,522,3924,13.3
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,NSW,Trend,2014,4357,95923,4.5
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Vic,Trend,2014,3696,77921,4.7
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Qld,Trend,2014,2304,62799,3.7
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,WA,Trend,2014,1323,34686,3.8
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,SA,Trend,2014,801,20448,3.9
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Tas,Trend,2014,214,5818,3.7
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,ACT,Trend,2014,295,6325,4.7
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,NT,Trend,2014,112,3924,2.9
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,NSW,Trend,2014,7,95923,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Vic,Trend,2014,13,77921,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Qld,Trend,2014,0,62799,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,WA,Trend,2014,0,34686,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,SA,Trend,2014,0,20448,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Tas,Trend,2014,0,5818,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,ACT,Trend,2014,0,6325,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,NT,Trend,2014,0,3924,0
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Public,Trend,2015,7662,202766,3.8
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Private,Trend,2015,303,91093,0.3
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Not stated,Trend,2015,52,2743,1.9
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Public,Trend,2015,34266,202766,16.9
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Private,Trend,2015,2944,91093,3.2
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Not stated,Trend,2015,340,2743,12.4
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Public,Trend,2015,61596,202766,30.4
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Private,Trend,2015,18094,91093,19.9
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Not stated,Trend,2015,987,2743,36
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Public,Trend,2015,62757,202766,31
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Private,Trend,2015,40268,91093,44.2
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Not stated,Trend,2015,892,2743,32.5
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Public,Trend,2015,29597,202766,14.6
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Private,Trend,2015,23749,91093,26.1
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Not stated,Trend,2015,385,2743,14
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Public,Trend,2015,6881,202766,3.4
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Private,Trend,2015,5735,91093,6.3
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Not stated,Trend,2015,86,2743,3.1
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Public,Trend,2015,7,202766,0
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Private,Trend,2015,0,91093,0
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Not stated,Trend,2015,1,2743,0
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Public,Trend,2015,7684,217077,3.5
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Private,Trend,2015,333,79525,0.4
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Not stated,Trend,2015,0,0,0
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Public,Trend,2015,34761,217077,16
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Private,Trend,2015,2789,79525,3.5
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Not stated,Trend,2015,0,0,0
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Public,Trend,2015,64933,217077,29.9
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Private,Trend,2015,15744,79525,19.8
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Not stated,Trend,2015,0,0,0
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Public,Trend,2015,68868,217077,31.7
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Private,Trend,2015,35049,79525,44.1
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Not stated,Trend,2015,0,0,0
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Public,Trend,2015,33050,217077,15.2
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Private,Trend,2015,20681,79525,26
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Not stated,Trend,2015,0,0,0
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Public,Trend,2015,7773,217077,3.6
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Private,Trend,2015,4929,79525,6.2
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Not stated,Trend,2015,0,0,0
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Public,Trend,2015,8,217077,0
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Private,Trend,2015,0,79525,0
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Not stated,Trend,2015,0,0,0
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Indigenous,Trend,2015,1991,13017,15.3
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Non-Indigenous,Trend,2015,6204,290888,2.1
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Not stated,Trend,2015,8,363,2.2
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Indigenous,Trend,2015,4240,13017,32.6
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Non-Indigenous,Trend,2015,34189,290888,11.8
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Not stated,Trend,2015,33,363,9.1
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Indigenous,Trend,2015,3504,13017,26.9
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Non-Indigenous,Trend,2015,79280,290888,27.3
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Not stated,Trend,2015,89,363,24.5
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Indigenous,Trend,2015,2135,13017,16.4
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Non-Indigenous,Trend,2015,104478,290888,35.9
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Not stated,Trend,2015,127,363,35
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Indigenous,Trend,2015,919,13017,7.1
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Non-Indigenous,Trend,2015,54064,290888,18.6
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Not stated,Trend,2015,83,363,22.9
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Indigenous,Trend,2015,228,13017,1.8
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Non-Indigenous,Trend,2015,12657,290888,4.4
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Not stated,Trend,2015,18,363,5
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Indigenous,Trend,2015,0,13017,0
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Non-Indigenous,Trend,2015,16,290888,0
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Not stated,Trend,2015,5,363,1.4
Overview and demographics,Maternal age,Maternal age,20,Parity,None,Trend,2015,6808,130537,5.2
Overview and demographics,Maternal age,Maternal age,20,Parity,One,Trend,2015,1271,106248,1.2
Overview and demographics,Maternal age,Maternal age,20,Parity,Two,Trend,2015,108,42435,0.3
Overview and demographics,Maternal age,Maternal age,20,Parity,Three,Trend,2015,11,14689,0.1
Overview and demographics,Maternal age,Maternal age,24,Parity,None,Trend,2015,21354,130537,16.4
Overview and demographics,Maternal age,Maternal age,24,Parity,One,Trend,2015,12311,106248,11.6
Overview and demographics,Maternal age,Maternal age,24,Parity,Two,Trend,2015,3716,42435,8.8
Overview and demographics,Maternal age,Maternal age,24,Parity,Three,Trend,2015,861,14689,5.9
Overview and demographics,Maternal age,Maternal age,24,Parity,Four or more,Trend,2015,216,10294,2.1
Overview and demographics,Maternal age,Maternal age,29,Parity,None,Trend,2015,41267,130537,31.6
Overview and demographics,Maternal age,Maternal age,29,Parity,One,Trend,2015,26025,106248,24.5
Overview and demographics,Maternal age,Maternal age,29,Parity,Two,Trend,2015,10132,42435,23.9
Overview and demographics,Maternal age,Maternal age,29,Parity,Three,Trend,2015,3566,14689,24.3
Overview and demographics,Maternal age,Maternal age,29,Parity,Four or more,Trend,2015,1873,10294,18.2
Overview and demographics,Maternal age,Maternal age,34,Parity,None,Trend,2015,42001,130537,32.2
Overview and demographics,Maternal age,Maternal age,34,Parity,One,Trend,2015,40666,106248,38.3
Overview and demographics,Maternal age,Maternal age,34,Parity,Two,Trend,2015,15263,42435,36
Overview and demographics,Maternal age,Maternal age,34,Parity,Three,Trend,2015,5210,14689,35.5
Overview and demographics,Maternal age,Maternal age,34,Parity,Four or more,Trend,2015,3586,10294,34.8
Overview and demographics,Maternal age,Maternal age,39,Parity,None,Trend,2015,15496,130537,11.9
Overview and demographics,Maternal age,Maternal age,39,Parity,One,Trend,2015,21650,106248,20.4
Overview and demographics,Maternal age,Maternal age,39,Parity,Two,Trend,2015,10788,42435,25.4
Overview and demographics,Maternal age,Maternal age,39,Parity,Three,Trend,2015,3813,14689,26
Overview and demographics,Maternal age,Maternal age,39,Parity,Four or more,Trend,2015,3299,10294,32
Overview and demographics,Maternal age,Maternal age,40,Parity,None,Trend,2015,3607,130537,2.8
Overview and demographics,Maternal age,Maternal age,40,Parity,One,Trend,2015,4316,106248,4.1
Overview and demographics,Maternal age,Maternal age,40,Parity,Two,Trend,2015,2422,42435,5.7
Overview and demographics,Maternal age,Maternal age,40,Parity,Three,Trend,2015,1226,14689,8.3
Overview and demographics,Maternal age,Maternal age,0,Parity,None,Trend,2015,4,130537,0
Overview and demographics,Maternal age,Maternal age,0,Parity,One,Trend,2015,9,106248,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Two,Trend,2015,6,42435,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Three,Trend,2015,2,14689,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Four or more,Trend,2015,0,10294,0
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,NSW,Trend,2015,2377,94988,2.5
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Vic,Trend,2015,1282,78134,1.6
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Qld,Trend,2015,2393,60929,3.9
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,WA,Trend,2015,970,34484,2.8
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,SA,Trend,2015,555,19818,2.8
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Tas,Trend,2015,247,5610,4.4
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,ACT,Trend,2015,85,6346,1.3
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,NT,Trend,2015,294,3959,7.4
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,NSW,Trend,2015,11358,94988,12
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Vic,Trend,2015,7888,78134,10.1
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Qld,Trend,2015,9776,60929,16
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,WA,Trend,2015,4426,34484,12.8
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,SA,Trend,2015,2617,19818,13.2
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Tas,Trend,2015,1017,5610,18.1
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,ACT,Trend,2015,576,6346,9.1
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,NT,Trend,2015,804,3959,20.3
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,NSW,Trend,2015,25476,94988,26.8
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Vic,Trend,2015,20264,78134,25.9
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Qld,Trend,2015,17269,60929,28.3
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,WA,Trend,2015,9886,34484,28.7
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,SA,Trend,2015,5684,19818,28.7
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Tas,Trend,2015,1573,5610,28
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,ACT,Trend,2015,1674,6346,26.4
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,NT,Trend,2015,1047,3959,26.4
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,NSW,Trend,2015,33569,94988,35.3
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Vic,Trend,2015,29128,78134,37.3
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Qld,Trend,2015,19639,60929,32.2
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,WA,Trend,2015,12098,34484,35.1
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,SA,Trend,2015,6930,19818,35
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Tas,Trend,2015,1759,5610,31.4
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,ACT,Trend,2015,2461,6346,38.8
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,NT,Trend,2015,1156,3959,29.2
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,NSW,Trend,2015,17775,94988,18.7
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Vic,Trend,2015,15881,78134,20.3
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Qld,Trend,2015,9603,60929,15.8
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,WA,Trend,2015,5890,34484,17.1
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,SA,Trend,2015,3304,19818,16.7
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Tas,Trend,2015,827,5610,14.7
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,ACT,Trend,2015,1242,6346,19.6
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,NT,Trend,2015,544,3959,13.7
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,NSW,Trend,2015,4431,94988,4.7
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Vic,Trend,2015,3672,78134,4.7
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Qld,Trend,2015,2249,60929,3.7
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,WA,Trend,2015,1214,34484,3.5
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,SA,Trend,2015,728,19818,3.7
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Tas,Trend,2015,187,5610,3.3
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,ACT,Trend,2015,308,6346,4.9
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,NT,Trend,2015,114,3959,2.9
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,NSW,Trend,2015,2,94988,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Vic,Trend,2015,19,78134,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Qld,Trend,2015,0,60929,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,WA,Trend,2015,0,34484,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,SA,Trend,2015,0,19818,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Tas,Trend,2015,0,5610,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,ACT,Trend,2015,0,6346,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,NT,Trend,2015,0,3959,0
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Public,Trend,2016,6931,207581,3.3
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Private,Trend,2016,276,92025,0.3
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Not stated,Trend,2016,36,2857,1.3
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Public,Trend,2016,33383,207581,16.1
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Private,Trend,2016,2745,92025,3
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Not stated,Trend,2016,345,2857,12.1
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Public,Trend,2016,62160,207581,29.9
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Private,Trend,2016,18343,92025,19.9
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Not stated,Trend,2016,985,2857,34.5
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Public,Trend,2016,66211,207581,31.9
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Private,Trend,2016,40813,92025,44.3
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Not stated,Trend,2016,1003,2857,35.1
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Public,Trend,2016,31555,207581,15.2
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Private,Trend,2016,24205,92025,26.3
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Not stated,Trend,2016,390,2857,13.7
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Public,Trend,2016,7336,207581,3.5
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Private,Trend,2016,5617,92025,6.1
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Not stated,Trend,2016,97,2857,3.4
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Public,Trend,2016,5,207581,0
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Private,Trend,2016,26,92025,0
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Not stated,Trend,2016,1,2857,0
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Public,Trend,2016,6977,223483,3.1
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Private,Trend,2016,266,78980,0.3
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Not stated,Trend,2016,0,0,0
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Public,Trend,2016,33951,223483,15.2
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Private,Trend,2016,2522,78980,3.2
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Not stated,Trend,2016,0,0,0
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Public,Trend,2016,65903,223483,29.5
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Private,Trend,2016,15585,78980,19.7
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Not stated,Trend,2016,0,0,0
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Public,Trend,2016,73011,223483,32.7
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Private,Trend,2016,35016,78980,44.3
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Not stated,Trend,2016,0,0,0
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Public,Trend,2016,35312,223483,15.8
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Private,Trend,2016,20838,78980,26.4
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Not stated,Trend,2016,0,0,0
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Public,Trend,2016,8323,223483,3.7
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Private,Trend,2016,4727,78980,6
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Not stated,Trend,2016,0,0,0
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Public,Trend,2016,6,223483,0
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Private,Trend,2016,26,78980,0
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Not stated,Trend,2016,0,0,0
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Indigenous,Trend,2016,1858,13608,13.7
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Non-Indigenous,Trend,2016,5519,295629,1.9
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Not stated,Trend,2016,18,1010,1.8
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Indigenous,Trend,2016,4365,13608,32.1
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Non-Indigenous,Trend,2016,32987,295629,11.2
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Not stated,Trend,2016,69,1010,6.8
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Indigenous,Trend,2016,3749,13608,27.5
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Non-Indigenous,Trend,2016,79682,295629,27
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Not stated,Trend,2016,236,1010,23.4
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Indigenous,Trend,2016,2360,13608,17.3
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Non-Indigenous,Trend,2016,108191,295629,36.6
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Not stated,Trend,2016,395,1010,39.1
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Indigenous,Trend,2016,1032,13608,7.6
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Non-Indigenous,Trend,2016,56253,295629,19
